from,to,distance
FP1,FP1,0.0
FP1,FP2,0.618
FP1,F3,0.6189689976081193
FP1,F4,1.0303218040981177
FP1,C3,1.2502260715566604
FP1,C4,1.561102440584858
FP1,P3,1.714216468244311
FP1,P4,1.9018355607149635
FP1,O1,1.9022
FP1,O2,2.000072208696476
FP1,F7,0.6180508797825629
FP1,F8,1.1755470598831848
FP1,T3,1.1756156727434353
FP1,T4,1.618045799722616
FP1,T5,1.6180893702141423
FP1,T6,1.90214016570809
FP1,FZ,0.8093252807122733
FP1,CZ,1.414239092232993
FP1,PZ,1.8289610848785165
FP2,FP1,0.618
FP2,FP2,0.0
FP2,F3,1.0303218040981177
FP2,F4,0.6189689976081193
FP2,C3,1.561102440584858
FP2,C4,1.2502260715566604
FP2,P3,1.9018355607149635
FP2,P4,1.714216468244311
FP2,O1,2.000072208696476
FP2,O2,1.9022
FP2,F7,1.1755470598831848
FP2,F8,0.6180508797825629
FP2,T3,1.618045799722616
FP2,T4,1.1756156727434353
FP2,T5,1.90214016570809
FP2,T6,1.6180893702141423
FP2,FZ,0.8093252807122733
FP2,CZ,1.414239092232993
FP2,PZ,1.8289610848785165
F3,FP1,0.6189689976081193
F3,FP2,1.0303218040981177
F3,F3,0.0
F3,F4,1.0978
F3,C3,0.7212075221460186
F3,C4,1.4396697711628177
F3,P3,1.3434
F3,P4,1.7349029944063157
F3,O1,1.714216468244311
F3,O2,1.9018355607149635
F3,F7,0.5676244092707783
F3,F8,1.4485985882914565
F3,T3,0.949830695439982
F3,T4,1.7600506668843372
F3,T5,1.378948334782707
F3,T6,1.91774318145053
F3,FZ,0.5886225700735574
F3,CZ,1.0024860846914534
F3,PZ,1.498770432721436
F4,FP1,1.0303218040981177
F4,FP2,0.6189689976081193
F4,F3,1.0978
F4,F4,0.0
F4,C3,1.4396697711628177
F4,C4,0.7212075221460186
F4,P3,1.7349029944063157
F4,P4,1.3434
F4,O1,1.9018355607149635
F4,O2,1.714216468244311
F4,F7,1.4485985882914565
F4,F8,0.5676244092707783
F4,T3,1.7600506668843372
F4,T4,0.949830695439982
F4,T5,1.91774318145053
F4,T6,1.378948334782707
F4,FZ,0.5886225700735574
F4,CZ,1.0024860846914534
F4,PZ,1.498770432721436
C3,FP1,1.2502260715566604
C3,FP2,1.561102440584858
C3,F3,0.7212075221460186
C3,F4,1.4396697711628177
C3,C3,0.0
C3,C4,1.4142
C3,P3,0.7212075221460186
C3,P4,1.4396697711628177
C3,O1,1.2502260715566604
C3,O2,1.561102440584858
C3,F7,0.9251393732838312
C3,F8,1.7731493056141665
C3,T3,0.7653631948297488
C3,T4,1.847750204979017
C3,T5,0.9251393732838312
C3,T6,1.7731493056141665
C3,FZ,0.9999904099540154
C3,CZ,0.7653631948297488
C3,PZ,0.9999904099540154
C4,FP1,1.561102440584858
C4,FP2,1.2502260715566604
C4,F3,1.4396697711628177
C4,F4,0.7212075221460186
C4,C3,1.4142
C4,C4,0.0
C4,P3,1.4396697711628177
C4,P4,0.7212075221460186
C4,O1,1.561102440584858
C4,O2,1.2502260715566604
C4,F7,1.7731493056141665
C4,F8,0.9251393732838312
C4,T3,1.847750204979017
C4,T4,0.7653631948297488
C4,T5,1.7731493056141665
C4,T6,0.9251393732838312
C4,FZ,0.9999904099540154
C4,CZ,0.7653631948297488
C4,PZ,0.9999904099540154
P3,FP1,1.714216468244311
P3,FP2,1.9018355607149635
P3,F3,1.3434
P3,F4,1.7349029944063157
P3,C3,0.7212075221460186
P3,C4,1.4396697711628177
P3,P3,0.0
P3,P4,1.0978
P3,O1,0.6189689976081193
P3,O2,1.0303218040981177
P3,F7,1.378948334782707
P3,F8,1.91774318145053
P3,T3,0.949830695439982
P3,T4,1.7600506668843372
P3,T5,0.5676244092707783
P3,T6,1.4485985882914565
P3,FZ,1.498770432721436
P3,CZ,1.0024860846914534
P3,PZ,0.5886225700735574
P4,FP1,1.9018355607149635
P4,FP2,1.714216468244311
P4,F3,1.7349029944063157
P4,F4,1.3434
P4,C3,1.4396697711628177
P4,C4,0.7212075221460186
P4,P3,1.0978
P4,P4,0.0
P4,O1,1.0303218040981177
P4,O2,0.6189689976081193
P4,F7,1.91774318145053
P4,F8,1.378948334782707
P4,T3,1.7600506668843372
P4,T4,0.949830695439982
P4,T5,1.4485985882914565
P4,T6,0.5676244092707783
P4,FZ,1.498770432721436
P4,CZ,1.0024860846914534
P4,PZ,0.5886225700735574
O1,FP1,1.9022
O1,FP2,2.000072208696476
O1,F3,1.714216468244311
O1,F4,1.9018355607149635
O1,C3,1.2502260715566604
O1,C4,1.561102440584858
O1,P3,0.6189689976081193
O1,P4,1.0303218040981177
O1,O1,0.0
O1,O2,0.618
O1,F7,1.6180893702141423
O1,F8,1.90214016570809
O1,T3,1.1756156727434353
O1,T4,1.618045799722616
O1,T5,0.6180508797825629
O1,T6,1.1755470598831848
O1,FZ,1.8289610848785165
O1,CZ,1.414239092232993
O1,PZ,0.8093252807122733
O2,FP1,2.000072208696476
O2,FP2,1.9022
O2,F3,1.9018355607149635
O2,F4,1.714216468244311
O2,C3,1.561102440584858
O2,C4,1.2502260715566604
O2,P3,1.0303218040981177
O2,P4,0.6189689976081193
O2,O1,0.618
O2,O2,0.0
O2,F7,1.90214016570809
O2,F8,1.6180893702141423
O2,T3,1.618045799722616
O2,T4,1.1756156727434353
O2,T5,1.1755470598831848
O2,T6,0.6180508797825629
O2,FZ,1.8289610848785165
O2,CZ,1.414239092232993
O2,PZ,0.8093252807122733
F7,FP1,0.6180508797825629
F7,FP2,1.1755470598831848
F7,F3,0.5676244092707783
F7,F4,1.4485985882914565
F7,C3,0.9251393732838312
F7,C4,1.7731493056141665
F7,P3,1.378948334782707
F7,P4,1.91774318145053
F7,O1,1.6180893702141423
F7,O2,1.90214016570809
F7,F7,0.0
F7,F8,1.618
F7,T3,0.618053266312864
F7,T4,1.9021014273692136
F7,T5,1.1756
F7,T6,1.9999898399741936
F7,FZ,1.08106609418666
F7,CZ,1.4142099702660846
F7,PZ,1.6826281288508165
F8,FP1,1.1755470598831848
F8,FP2,0.6180508797825629
F8,F3,1.4485985882914565
F8,F4,0.5676244092707783
F8,C3,1.7731493056141665
F8,C4,0.9251393732838312
F8,P3,1.91774318145053
F8,P4,1.378948334782707
F8,O1,1.90214016570809
F8,O2,1.6180893702141423
F8,F7,1.618
F8,F8,0.0
F8,T3,1.9021014273692136
F8,T4,0.618053266312864
F8,T5,1.9999898399741936
F8,T6,1.1756
F8,FZ,1.08106609418666
F8,CZ,1.4142099702660846
F8,PZ,1.6826281288508165
T3,FP1,1.1756156727434353
T3,FP2,1.618045799722616
T3,F3,0.949830695439982
T3,F4,1.7600506668843372
T3,C3,0.7653631948297488
T3,C4,1.847750204979017
T3,P3,0.949830695439982
T3,P4,1.7600506668843372
T3,O1,1.1756156727434353
T3,O2,1.618045799722616
T3,F7,0.618053266312864
T3,F8,1.9021014273692136
T3,T3,0.0
T3,T4,2.0
T3,T5,0.618053266312864
T3,T6,1.9021014273692136
T3,FZ,1.4142067812028056
T3,CZ,1.4142135623730951
T3,PZ,1.4142067812028056
T4,FP1,1.618045799722616
T4,FP2,1.1756156727434353
T4,F3,1.7600506668843372
T4,F4,0.949830695439982
T4,C3,1.847750204979017
T4,C4,0.7653631948297488
T4,P3,1.7600506668843372
T4,P4,0.949830695439982
T4,O1,1.618045799722616
T4,O2,1.1756156727434353
T4,F7,1.9021014273692136
T4,F8,0.618053266312864
T4,T3,2.0
T4,T4,0.0
T4,T5,1.9021014273692136
T4,T6,0.618053266312864
T4,FZ,1.4142067812028056
T4,CZ,1.4142135623730951
T4,PZ,1.4142067812028056
T5,FP1,1.6180893702141423
T5,FP2,1.90214016570809
T5,F3,1.378948334782707
T5,F4,1.91774318145053
T5,C3,0.9251393732838312
T5,C4,1.7731493056141665
T5,P3,0.5676244092707783
T5,P4,1.4485985882914565
T5,O1,0.6180508797825629
T5,O2,1.1755470598831848
T5,F7,1.1756
T5,F8,1.9999898399741936
T5,T3,0.618053266312864
T5,T4,1.9021014273692136
T5,T5,0.0
T5,T6,1.618
T5,FZ,1.6826281288508165
T5,CZ,1.4142099702660846
T5,PZ,1.08106609418666
T6,FP1,1.90214016570809
T6,FP2,1.6180893702141423
T6,F3,1.91774318145053
T6,F4,1.378948334782707
T6,C3,1.7731493056141665
T6,C4,0.9251393732838312
T6,P3,1.4485985882914565
T6,P4,0.5676244092707783
T6,O1,1.1755470598831848
T6,O2,0.6180508797825629
T6,F7,1.9999898399741936
T6,F8,1.1756
T6,T3,1.9021014273692136
T6,T4,0.618053266312864
T6,T5,1.618
T6,T6,0.0
T6,FZ,1.6826281288508165
T6,CZ,1.4142099702660846
T6,PZ,1.08106609418666
FZ,FP1,0.8093252807122733
FZ,FP2,0.8093252807122733
FZ,F3,0.5886225700735574
FZ,F4,0.5886225700735574
FZ,C3,0.9999904099540154
FZ,C4,0.9999904099540154
FZ,P3,1.498770432721436
FZ,P4,1.498770432721436
FZ,O1,1.8289610848785165
FZ,O2,1.8289610848785165
FZ,F7,1.08106609418666
FZ,F8,1.08106609418666
FZ,T3,1.4142067812028056
FZ,T4,1.4142067812028056
FZ,T5,1.6826281288508165
FZ,T6,1.6826281288508165
FZ,FZ,0.0
FZ,CZ,0.7653631948297488
FZ,PZ,1.4142
CZ,FP1,1.414239092232993
CZ,FP2,1.414239092232993
CZ,F3,1.0024860846914534
CZ,F4,1.0024860846914534
CZ,C3,0.7653631948297488
CZ,C4,0.7653631948297488
CZ,P3,1.0024860846914534
CZ,P4,1.0024860846914534
CZ,O1,1.414239092232993
CZ,O2,1.414239092232993
CZ,F7,1.4142099702660846
CZ,F8,1.4142099702660846
CZ,T3,1.4142135623730951
CZ,T4,1.4142135623730951
CZ,T5,1.4142099702660846
CZ,T6,1.4142099702660846
CZ,FZ,0.7653631948297488
CZ,CZ,0.0
CZ,PZ,0.7653631948297488
PZ,FP1,1.8289610848785165
PZ,FP2,1.8289610848785165
PZ,F3,1.498770432721436
PZ,F4,1.498770432721436
PZ,C3,0.9999904099540154
PZ,C4,0.9999904099540154
